,Type,Case Workclass,Status,Issued Date,Applied Date,Expiration Date,Finalized Date,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
1173,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Expired,,,,,1303 Brooks St,Ann Arbor,MI,48103,"Installing solar panels on the roof, in the basement installing the inverter and battery."
1174,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,711 Amherst Ave,Ann Arbor,MI,48105,8.4 kW Array
1175,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2215 Yorktown Dr,Ann Arbor,MI,48105,"NEW BATTERY ADD-ON
EXISTING PV SYSTEM: 8.400 kWp"
1176,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2944 Philadelphia Dr,Ann Arbor,MI,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. NO large 240-volt circuits on back up. Connected to existing PV system"
1177,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1207 Van Dusen Dr,Ann Arbor,MI,48103,NEW 5KW / 13.5KWH BATTERY SYSTEM EXISTING PV SYSTEM 5.760 kWp - ELLIS RESIDENCE
1178,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2091 Ascot Rd,Ann Arbor,MI,48103,Tesla Powerwall 13.5kWh system with 12 circuit load center connected to existing PV system
1179,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,802 Mt Vernon Ave,Ann Arbor,MI,48103,Tesla Powerwall 13.5kWh system with 12 circuit load center connected to existing PV system
1180,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1002 Granger Ave,Ann Arbor,MI,48104,"Basic grid tie system, no batteries. Add 20 modules to south roof."
1181,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1243 Marlborough Dr,Ann Arbor,MI,48104,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
whole house Gateway. Connected to existing PV System"
1182,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1449 Morehead Dr,Ann Arbor,MI,48103,13.5kw battery attached to existing solar PV system
1183,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2618 Patricia Ct,Ann Arbor,MI,48103,Add Battery backup to existing PV system
1184,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2111 Melrose Ave,Ann Arbor,MI,48104,Install 6.48kw PV system
1185,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1807 Palomar Dr,Ann Arbor,MI,48103,Installation of (8) solar panels on the existing roof of the home.
1186,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2834 Elmwood Ave,Ann Arbor,MI,48104,Adding 2.8KW (3 panels) and a 9kwh battery to an existing PV system.
1187,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1642 Sheridan Dr,Ann Arbor,MI,48104,Installing 35 roof mounted solar panels.
1188,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3004 Geddes Ave,Ann Arbor,MI,48104,10 kW roof mount system with battery backup
1189,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1616 Granger Ave,Ann Arbor,MI,48104,10.4 kW roof mount array with battery backup system
1190,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,705 Indianola Dr,Ann Arbor,MI,48105,3.735kw solar PV system with battery
1191,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,106 N Revena Blvd,Ann Arbor,MI,48103,Installing solar panels on residential roof and installing battery storage
1192,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1455 Jewett Ave,Ann Arbor,MI,48104,Installing solar panels on residential roof.
1193,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,503 Potter Ave,Ann Arbor,MI,48103,"13 panel roof top solar 
2 arrays
5 panels east facing 
8 panels west facing"
1194,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1221 Crosby Cres,Ann Arbor,MI,48103,5.67kW PV solar installation with a 13.5k/w battery
1195,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,901 Duncan St,Ann Arbor,MI,48103,"existing 27 panel roof mounted solar array was never permitted by original installer, we were called in to help with the project wrap up."
1196,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1303 Brooks St,Ann Arbor,MI,48103,"Installing solar panels on the roof with micro inverters, and 2 batteries in the garage."
1197,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1525 Harding Rd,Ann Arbor,MI,48104,Installing solar panels on the roof with 17 micro inverters
1198,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2292 Greenway Trl,Ann Arbor,MI,48104,Install 36ea - 440W Solar Panels and 20kWh of Battery Storage
1199,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1192 Westport Rd,Ann Arbor,MI,48103,Relocation of two solar panels to another location on the roof
1200,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1914 Day St,Ann Arbor,MI,48104,Flush mount solar on 4 roof surfaces.
1201,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2602 Salisbury Ln,Ann Arbor,MI,48103,Adding 3.48kW worth of solar panels to an existing system and an additional battery to the existing battery bank.
1202,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2128 Champagne Dr,Ann Arbor,MI,48108,Addition of 1.64kW roof mount solar and  battery
1203,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2290 Greenway Trl,Ann Arbor,MI,48104,36ea - MSolar 440W Solar Panels + 20kWh Sonnen Core+ Battery Storage
1204,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2286 Greenway Trl,Ann Arbor,MI,48104,36ea - MSolar 440w Panels + 20kWh of Sonnen Core+ Battery Storage
1205,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2284 Greenway Trl,Ann Arbor,MI,48104,36ea - MSolar 440W Solar Panels + 20 kWh Sonnen Core+ Battery Storage
1206,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2280 Greenway Trl,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1207,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2278 Greenway Trl,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1208,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2328 Fernwood Ave,Ann Arbor,MI,48104,4.8 kW PV Solar Panel Installation on Roof
1209,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1530 Barnard Rd,Ann Arbor,MI,48103,"Installing solar panels on the roof, solar disconnect and tesla gateway will be outside by electric meter, tesla powerwall 3 will be in the garage."
1210,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1135 Martin Pl,Ann Arbor,MI,48104,"Installing solar panels on roof, solar and battery disconnects outside by meter, batteries will be in the garage."
1211,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2240 Belmont Rd,Ann Arbor,MI,48104,Installing 33 roof mounted solar panels.
1212,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1304 Brooks St,Ann Arbor,MI,48103,17.2kW Roof Mount Array
1213,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,428 Spring St,Ann Arbor,MI,48103,8.0kW Roof mount array
1214,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,730 Dartmoor Rd,Ann Arbor,MI,48103,4.8 kW Array with battery
1215,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1245 Morehead Ct,Ann Arbor,MI,48103,"Installing 14 solar panels and 14 micro inverters on roof. Doing a load side tap installing Tesla back up gateway, critical loads panel and 1 powerwall 3 battery."
1216,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1510 Traver St,Ann Arbor,MI,48105,Installing 18 solar panels and 18 micro inverters on the roof.
1217,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2996 Briarcliff St,Ann Arbor,MI,48105,Installing 23 solar panels and 23 micro inverters on roof. Doing a load side tap for the solar.
1218,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2270 Greenway Trl,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1219,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2272 Greenway Trl,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1220,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2274 Greenway Trl,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1221,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1520 Linwood Ave,Ann Arbor,MI,48103,Installing 20 roof mounted solar panels. (# of panels revised 4/29/24).
1222,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1601 Leaird Dr,Ann Arbor,MI,48105,Installing 25 roof mounted solar panels.
1223,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3930 Ridgmaar Sq,Ann Arbor,MI,48105,"Installation of (14) solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
1224,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2291 Medford Rd,Ann Arbor,MI,48104,Installing solar panels on roof of residential home.
1225,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1624 Brooklyn Ave,Ann Arbor,MI,48104,Installing solar panels on roof. Installing Enphase battery (qty 1)
1226,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2030 Delaware Dr,Ann Arbor,MI,48103,Installing 24 roof mounted solar panels.
1227,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,839 Bruce St,Ann Arbor,MI,48103,Installing 21 solar panels and micro inverters on the roof.
1228,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,420 Parkwood St,Ann Arbor,MI,48103,"Installing 24 solar panels and micro inverters on house and detached garage.
Installing 2 batteries in the garage."
1229,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2511 Shadowood Dr,Ann Arbor,MI,48108,5.6 kW roof mount array
1230,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1220 Russell Rd,Ann Arbor,MI,48103,5.2 kW Roof Mount Array
1231,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1260 Creal Cres,Ann Arbor,MI,48103,Installing solar panels on roof of residential home.
1232,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2288 Hickory Point Dr,Ann Arbor,MI,48105,NEW PV SYSTEM: 9.720 kWp w/ Battery Backup
1233,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,509 Orchard Hills Dr,Ann Arbor,MI,48104,NEW PV SYSTEM: 4.860 kWp w/ Battery Backup
1234,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2021 Anderson Ct,Ann Arbor,MI,48104,"Installation of (16) solar panels with microinverters, 1 home energy storage system, (1) surge arrestor and (1) consumption meter."
1235,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,703 W Davis Ave,Ann Arbor,MI,48103,Install battery back up and connect to existing PV system
1236,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,6 Bristol Ct,Ann Arbor,MI,48104,4.8 kW PV Solar Panel Installation on Roof
1237,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2035 Suffolk Ave,Ann Arbor,MI,48103,Installing solar panels on rooftop of residential home. Installing Enphase 5P Battery (Qty:1).
1238,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1517 Montclair Pl,Ann Arbor,MI,48104,"Installation of (12) roof mounted solar panels with microinverters, (1) surge arrestor and (1) consumption meter."
1239,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3300 Nordman Rd,Ann Arbor,MI,48108,Installing 25 roof mounted solar panels.
1240,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,700 Leona Dr,Ann Arbor,MI,48103,Installation of (6) Solar panels on the existing roof of the  detached garage and (2) panels on the existing roof of the home.
1241,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2115 Arlene St,Ann Arbor,MI,48103,Install 4.455KW PV solar system.
1242,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,617 Spring St,Ann Arbor,MI,48103,"Installation of (48) solar panels with microinverters, (3) home energy storage systems, (2) surge arrestors and (2) consumption meters."
1243,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1629 Granger Ave,Ann Arbor,MI,48104,Installing 12 roof mounted solar panels.
1244,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3154 Sunnywood Dr,Ann Arbor,MI,48103,Battery backup added to existing solar pv system
1245,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1807 Hanover Rd,Ann Arbor,MI,48103,7.2 kW PV Solar Panel Installation on Roof
1246,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3625 Fox Hunt Dr,Ann Arbor,MI,48105,installation of 14 panel roof mounted solar array with 2 backup batteries
1247,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2259 Trillium Ln,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1248,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2251 Trillium Ln,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1249,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2265 Trillium Ln,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1250,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2243 Trillium Ln,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1251,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2245 Trillium Ln,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1252,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2247 Trillium Ln,Ann Arbor,MI,48104,36EA - MSolar 440W Solar Panels and 20kWh Battery Storage
1253,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Expired,,,,,542 S Ashley St,Ann Arbor,MI,48103,installation of 14 panel solar array without battery backup
1254,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Expired,,,,,585 Concord Pines Dr,Ann Arbor,MI,48105,6.4 kW PV Solar Panel Installation on Roof
1255,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2359 Prairie St,Ann Arbor,MI,48105,9.2 kW roof mount solar
1256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2065 Norfolk Ave,Ann Arbor,MI,48103,Installing solar panels on existing roof of residential home. Installing Enphase batteries (Qty:2).
1257,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2041 S Seventh St,Ann Arbor,MI,48103,5.2 kW Addition
1258,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,543 S Seventh St,Ann Arbor,MI,48103,Installing 19 roof mounted solar panels.
1259,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2072 Garden Cir,Ann Arbor,MI,48103,6.4 kW Roof Mount Array
1260,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Expired,,,,,2240 Rivenoak Ct,Ann Arbor,MI,48103,Rooftop Solar PV System w/ Battery Backup
1261,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1430 Glastonbury Rd,Ann Arbor,MI,48103,"5.6kW Roof Mount Array
10kWh Battery"
1262,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3132 Birchwood Dr,Ann Arbor,MI,48105,Installing 14 roof mounted solar panels.
1263,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2881 Ticknor Ct,Ann Arbor,MI,48104,Rooftop Solar PV install
1264,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1611 Abbott Ave,Ann Arbor,MI,48103,Installing 10 roof mounted solar panels.
1265,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Expired,,,,,1508 Ottawa Rd,Ann Arbor,MI,48105,3.2 kW Roof Mount Array with batteries
1266,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,840 Watershed Dr,Ann Arbor,MI,48105,Installing 21 roof mounted solar panels.
1267,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1700 Fulmer St,Ann Arbor,MI,48103,Installing solar on roof and a battery in the garage.
1268,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1000 Catherine St,Ann Arbor,MI,48104,Installing solar on roof
1269,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3090 Geddes Ave,Ann Arbor,MI,48104,Installing 20 roof mounted solar panels.
1270,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2241 Delaware Dr,Ann Arbor,MI,48103,Adding 8 solar panels to his existing solar system.
1271,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3446 Gettysburg Rd,Ann Arbor,MI,48105,Installing 18 roof mounted solar panels.
1272,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,618 Fountain St,Ann Arbor,MI,48103,5.2 kW roof mount array
1273,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2003 Camelot Rd,Ann Arbor,MI,48104,4.0 kW roof mount solar
1274,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1101 Pauline Blvd,Ann Arbor,MI,48103,Installing solar on roof and a battery in the basement.
1275,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2023 Day St,Ann Arbor,MI,48104,Installing 11 roof mounted solar panels.
1276,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,815 Berkshire Rd,Ann Arbor,MI,48104,Installing 19 roof mounted solar panels.
1277,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2025 Wiltshire Ct,Ann Arbor,MI,48103,Installing 15 roof mounted solar panels.
1278,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3365 Cromwell Rd,Ann Arbor,MI,48105,3.28 kW PV Solar Panel Installation on Roof
1279,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,5 Trowbridge Ct,Ann Arbor,MI,48108,Roof mount solar system installation
1280,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3 Dover Ct,Ann Arbor,MI,48103,Valdes-Pierce  5.6 kW DC/ 4.1 kW AC Residential Roof-mount Solar System: Need inspection of previously inspected solar array for DTE. Solar array was passed inspection 4/25/2023 # ELECR22-3891
1281,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,815 Barton Dr,Ann Arbor,MI,48105,"3 solar arrays. 3x5 over garage roof, a 1x5 in between the dormers and gutter, and a 2x2 on a structure built by others. Panel upgrade, 100a to 200A."
1282,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1512 Montclair Pl,Ann Arbor,MI,48104,"Installation of (20) Meyer Burger 390's 
(1) SolarEdge Inverter, and (2) SolarEdge Home Batteries."
1283,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3440 Vintage Valley Rd,Ann Arbor,MI,48105,Installing 18 roof mounted solar panels.
1284,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3373 Cromwell Rd,Ann Arbor,MI,48105,Installing 17 roof mounted solar panels.
1285,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1288 Bird Rd,Ann Arbor,MI,48103,Installing 22 roof mounted solar panels.
1286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2382 Timbercrest Ct,Ann Arbor,MI,48105,Installing 17 roof mounted solar panels.
1287,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,306 Mark Hannah Pl,Ann Arbor,MI,48103,Installing 21 roof mounted solar panels.
1288,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1920 Hampton Ct,Ann Arbor,MI,48103,3.28 kW PV Solar Panel Installation on Roof
1289,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1508 Warwick Ct,Ann Arbor,MI,48103,Rooftop Solar PV Install w/ Battery Backup
1290,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1307 Brooks St,Ann Arbor,MI,48103,Rooftop Solar PV Install w/ Battery Backup
1291,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1866 Virnankay Cir,Ann Arbor,MI,48103,"Installation of (13) roof mounted solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
1292,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2163 Champagne Dr,Ann Arbor,MI,48108,5.2 kW Roof Mount Array
1293,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2991 Leslie Park Cir,Ann Arbor,MI,48105,9.6 kW Roof mount array
1294,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1445 Hatcher Cres,Ann Arbor,MI,48103,4.1 kW PV Solar Panel Installation on Roof
1295,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1646 E Stadium Blvd,Ann Arbor,MI,48104,Residential Rooftop Solar Rooftop 18 Panels. 200Amp service upgrade.
1296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2257 Trillium Ln,Ann Arbor,MI,48104,24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
1297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2255 Trillium Ln,Ann Arbor,MI,48104,24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
1298,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Withdrawn,,,,,2270 Platt Rd,Ann Arbor,MI,48104,*WITHDRAWN BY APPLICANT* 24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
1299,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,8 Bristol Ct,Ann Arbor,MI,48104,Removal and reinstallation of 3.2 kW roof-mounted PV solar system
1300,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,383 Hilldale Dr,Ann Arbor,MI,48105,Installing 14 roof mounted solar panels.
1301,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2253 Trillium Ln,Ann Arbor,MI,48104,24EA - Mission Solar 440W Panels with 10kWh Sonnen Battery
1302,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,236 Orchard Hills Dr,Ann Arbor,MI,48104,35.6 kW Roof mount array
1303,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2235 Trillium Ln,Ann Arbor,MI,48104,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
1304,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2237 Trillium Ln,Ann Arbor,MI,48104,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
1305,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2239 Trillium Ln,Ann Arbor,MI,48104,24EA - Jinko 390W Panels with 10kWh Sonnen Battery
1306,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2263 Trillium Ln,Ann Arbor,MI,48104,40EA - Jinko 425W Panels with 20kWh Sonnen Battery
1307,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1516 Arborview Blvd,Ann Arbor,MI,48103,"Installation of (21) roof mounted solar panels with microinverters, (1) home energy storage system and (1) surge arrestor."
1308,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2235 Yorktown Dr,Ann Arbor,MI,48105,Rooftop Solar PV w/ Battery Backup Installation
1309,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1011 Rose Ave,Ann Arbor,MI,48104,Rooftop solar pv w/ battery backup install
1310,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1047 Martin Pl,Ann Arbor,MI,48104,rooftop solar pv with battery backup install
1311,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2651 Hampshire Rd,Ann Arbor,MI,48104,Rooftop Solar & Battery Install
1312,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,690 Vine Ct,Ann Arbor,MI,48103,"Installation of (24) roof mounted solar panels with microinverters and (1) home energy storage system.

The existing home energy storage system and surge arrestor were installed under ELECR24-1335."
1313,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,3126 Birchwood Dr,Ann Arbor,MI,48105,Installing 17 roof mounted solar panels and a Tesla EV Charger.
1314,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1319 Algonac Ave,Ann Arbor,MI,48103,"Replacing existing 5kw inverter with 6kw battery ready inverter, 10kW battery and back up interface"
1315,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1385 Kensington Dr,Ann Arbor,MI,48104,Rooftop solar PV install
1316,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,1701 Greenview Dr,Ann Arbor,MI,48103,Rooftop solar w/ battery backup install
1317,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,2428 Fuller Ct,Ann Arbor,MI,48105,Rooftop solar w/ battery backup install
1318,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar,Final,,,,,608 Wilton Ct,Ann Arbor,MI,48103,3.69 kW PV Solar Panel Installation on Roof - 9 panels
