,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
26889,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-18T21:18:59Z,2023-05-17T16:29:53.43Z,2023-11-28T16:44:21Z,2023-06-02T04:00:00Z,2233,Medford,,48104,3.2 kW PV Solar Panel Installation on Roof
26907,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-01T21:20:26Z,2023-05-18T13:14:09.417Z,2024-01-22T14:59:08Z,2023-07-26T04:00:00Z,1512,Riverwood,,48103,Installing 18 roof mounted solar panels.
26909,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-01T21:20:32Z,2023-05-18T13:30:38.48Z,2024-01-16T15:56:13Z,2023-07-20T04:00:00Z,2032,Suffolk,,48103,Installing 19 roof mounted solar panels.
26916,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:42:46Z,2023-05-18T15:43:00.513Z,2023-12-27T16:15:18Z,2023-06-28T04:00:00Z,2424,Shannondale,,48104,**SEE ELECR23-1468 FOR FEES**  BATTERY INSTALLATION ONLY.   Installation of (2) Tesla Powerwall batteries to be integrated with the existing solar array on site and a surge arrester.
26934,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:49:50Z,2023-05-19T14:35:37.403Z,2024-01-09T20:54:57Z,2023-07-19T04:00:00Z,2869,Sorrento,,48104,Installing 28 roof mounted solar panels.
26978,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:45:48Z,2023-05-23T15:31:53.003Z,2024-01-09T18:11:54Z,2023-07-14T04:00:00Z,125,Fairview,,48103,Installing 7 roof mounted solar panels.
27309,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-05-26T20:06:14Z,2023-05-26T18:43:39.813Z,2023-12-27T15:15:21Z,2023-06-30T04:00:00Z,2200,Downup,,48103,8.4 kW Roof Mount Array
27423,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-08T13:07:30Z,2023-05-26T17:42:41.443Z,2023-12-27T16:17:28Z,2023-06-29T04:00:00Z,2200,Downup,,48103,8.4 kW Roof Mount Solar Array
27477,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:51:08Z,2023-05-25T20:22:48.493Z,2023-12-27T15:21:45Z,2023-07-01T04:00:00Z,1421,Iroquois,,48104,3.28 kW Roof mount system with battery
27479,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:46:55Z,2023-05-25T22:21:00.153Z,2024-09-09T16:05:08Z,2024-03-16T04:00:00Z,1731,Sanford,,48103,**HOMEOWNER PERMIT**  8.2kW Solar panel installation with 6.8kW inverter and DC battery backup
27482,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:54:42Z,2023-05-26T13:53:02.597Z,2024-02-05T15:24:29Z,2023-08-12T04:00:00Z,2031,Fair,,48103,Installing 18 roof mounted solar panels.
27507,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:55:56Z,2023-05-31T17:20:43.13Z,2024-01-16T15:00:22Z,2023-07-18T04:00:00Z,8,Bristol,,48104,3.2 kW PV Solar Panel Installation on Roof
27791,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Expired,2023-06-18T15:16:52Z,2023-06-05T15:03:16.083Z,2023-12-15T16:11:21Z,2023-12-15T05:00:00Z,647,Barber,,48103,12 panel roof mounted solar array
27876,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:55:56Z,2023-05-31T17:20:43.13Z,2024-01-16T15:00:22Z,2023-07-18T04:00:00Z,8,Bristol,,48104,3.2 kW PV Solar Panel Installation on Roof
27883,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:48:33Z,2023-06-01T13:25:21.27Z,2024-01-16T16:38:28Z,2023-07-21T04:00:00Z,1725,Arbordale,,48103,Propose to install (11) REC 405W Solar Panels on the existing roof of the home. Installation of a 10KWH Encharge Battery.
27884,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:47:10Z,2023-06-01T13:53:24.093Z,2024-01-09T18:38:08Z,2023-07-14T04:00:00Z,2241,Delaware,,48103,Installing 9 roof mounted solar panels.
27886,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:11:59Z,2023-06-01T14:35:27.163Z,2024-02-06T15:51:27Z,2023-08-11T04:00:00Z,224,Crest,,48103,Installing 13 roof mounted solar panels.
27893,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08T14:57:23Z,2023-06-01T16:55:04.073Z,2023-12-27T15:21:32Z,2023-07-01T04:00:00Z,2114,Ridge,,48104,5.33 kW Roof Mount Solar
27911,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:48:07Z,2023-06-01T18:02:23.617Z,2024-01-08T18:24:48Z,2023-07-15T04:00:00Z,3801,Wynnstone,,48105,13.94 kW Roof Mount Solar
27938,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-07T18:49:05Z,2023-06-02T19:13:53.2Z,2024-02-20T14:04:02Z,2023-08-25T04:00:00Z,630,Dartmoor,,48103,"13.12 kW Roof Mount Array
16kWh battery
service panel upgrade"
27943,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-06T16:04:07Z,2023-06-05T13:28:39.327Z,2024-02-12T16:09:04Z,2023-09-08T04:00:00Z,2021,Suffolk,,48103,Installing 20 roof mounted solar panels.
27946,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Expired,2023-06-18T11:57:04Z,2023-06-05T15:27:52.197Z,2023-12-15T16:11:21Z,2023-12-15T05:00:00Z,647,Barber,,48103,12 panel roof mounted solar array installation
27958,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:52:45Z,2023-06-05T23:11:07.223Z,2024-01-16T14:26:26Z,2023-09-12T04:00:00Z,3225,Monument,,48108,6 kW PV Solar Panel Installation on Roof
27973,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:52:33Z,2023-06-06T19:45:19.017Z,2024-06-03T13:32:48Z,2023-12-06T05:00:00Z,1434,Woodland,,48103,5.6 kW PV Solar Panel Installation on Roof
27977,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:51:41Z,2023-06-07T13:36:54.093Z,2024-02-12T14:51:24Z,2023-09-08T04:00:00Z,1019,Lincoln,,48104,Installing 14 roof mounted solar panels.
27984,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-10-14T19:40:55Z,2023-06-07T17:14:33.507Z,2024-07-31T15:08:39Z,,1255,Morehead,,48103,"8 kw Roof Mounted Solar Array
20 (400) Watt Solar panels
7.6kW SolarEdge Inverter
20 DC Optimizers"
28306,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-21T13:57:10Z,2023-06-08T20:39:22.403Z,2024-08-21T16:26:00Z,2023-12-18T05:00:00Z,3421,Platt,,48108,37.985 kW Roof Mount Solar
28307,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-13T19:37:37Z,2023-06-08T21:06:15.593Z,2024-08-21T16:25:48Z,2023-12-11T05:00:00Z,3423,Platt,,48108,31.565 kW Roof Mount Solar
28308,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-09-08T17:36:02Z,2023-06-08T21:16:16.11Z,2024-08-21T16:25:03Z,2024-02-24T05:00:00Z,3425,Platt,,48108,9.43 kW Roof Mount Solar
28309,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-13T19:37:28Z,2023-06-08T21:23:58.343Z,2024-08-21T16:23:38Z,2023-12-11T05:00:00Z,3427,Platt,,48108,38.52 kW Roof Mount Solar
28310,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-15T21:36:33Z,2023-06-08T21:30:58.167Z,2024-08-21T16:22:43Z,2024-02-24T05:00:00Z,3429,Platt,,48108,31.03 kW Roof Mount System
28428,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29T00:35:13Z,2023-06-08T20:56:27.453Z,2024-08-21T16:26:00Z,2023-12-04T05:00:00Z,3421,Platt,,48108,37.985 kW Roof Mount System
28433,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29T00:35:18Z,2023-06-09T14:23:03.183Z,2024-08-21T16:25:48Z,2023-12-22T05:00:00Z,3423,Platt,,48108,"31,565 kW Roof Mount System"
28434,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29T00:35:23Z,2023-06-09T14:29:33.39Z,2024-08-21T16:23:38Z,2024-01-30T05:00:00Z,3427,Platt,,48108,38.52 kW Roof Mount System
28435,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29T00:35:28Z,2023-06-09T14:36:20.663Z,2024-08-21T16:22:43Z,2024-02-14T05:00:00Z,3429,Platt,,48108,31.03 kW Roof Mount System
28464,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:51:41Z,2023-06-07T13:36:54.093Z,2024-02-12T14:51:24Z,2023-09-08T04:00:00Z,1019,Lincoln,,48104,Installing 14 roof mounted solar panels.
28471,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-10-14T19:40:55Z,2023-06-07T17:14:33.507Z,2024-07-31T15:08:39Z,,1255,Morehead,,48103,"8 kw Roof Mounted Solar Array
20 (400) Watt Solar panels
7.6kW SolarEdge Inverter
20 DC Optimizers"
28498,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18T11:50:36Z,2023-06-08T15:46:52.02Z,2024-01-16T14:18:32Z,2023-07-20T04:00:00Z,3226,Edgewood,,48104,4.4 kW PV Solar Panel Installation on Roof
28549,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:11:12Z,2023-06-12T16:32:33.12Z,2024-02-26T16:28:01Z,2023-08-31T04:00:00Z,2110,Shadford,,48104,8.74 Roof Mounted Solar Array with 23 Panels and Battery Backup
28570,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:51:04Z,2023-06-13T19:48:57.29Z,2024-01-16T15:28:23Z,2023-07-18T04:00:00Z,2504,Banyan,,48103,5.6 kW PV Solar Panel Installation on Roof
28573,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:52:08Z,2023-06-13T20:21:33.263Z,2024-01-16T15:23:09Z,2023-07-27T04:00:00Z,2716,Manchester,,48104,4.92 kW Roof Mount Solar with battery
28574,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:53:06Z,2023-06-13T20:42:38.457Z,2024-01-22T13:22:12Z,2023-07-26T04:00:00Z,2003,Marra,,48103,8.61 kW Roof Mount System
28593,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:53:56Z,2023-06-14T20:16:58.183Z,2024-01-17T15:47:29Z,2023-07-27T04:00:00Z,2585,Hollywood,,48103,11.89 kW Roof Mount Array
28976,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Withdrawn,,2023-06-21T16:21:12.127Z,,,2279,Mershon,,48103,18 panel roof mounted solar array with backup battery. *CANCELED BY CONTRACTOR SEE EMAIL*
29037,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:53:56Z,2023-06-14T20:16:58.183Z,2024-01-17T15:47:29Z,2023-07-27T04:00:00Z,2585,Hollywood,,48103,11.89 kW Roof Mount Array
29042,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-06-29T01:55:00Z,2023-06-15T12:41:04.23Z,2024-02-19T21:57:25Z,2023-08-24T04:00:00Z,2801,Towner,,48104,"PV Roof Mount solar installation
6.21 kwdc
4.93 kwac
17 365 Watt Modules with microinverters"
29045,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:55:58Z,2023-06-15T16:00:44.173Z,2024-03-19T16:19:07Z,2023-09-22T04:00:00Z,2930,Heather,,48104,Kuzava 3.6kW Solar System
29051,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:57:00Z,2023-06-15T20:18:19.11Z,2024-01-16T15:26:26Z,2023-07-27T04:00:00Z,1206,Harbrooke,,48103,3.28 kW Roof Mount Array
29061,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:57:50Z,2023-06-16T13:37:17.36Z,2024-04-03T00:18:50Z,2023-10-06T04:00:00Z,623,Turner Park,,48103,14.76 kW Roof Mount Array
29067,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T01:59:36Z,2023-06-16T18:12:44.167Z,2024-01-29T15:48:41Z,2023-08-02T04:00:00Z,1033,Spring,,48103,5.74 kW Roof Mount Array
29107,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T02:00:41Z,2023-06-19T20:43:38.097Z,2024-01-29T15:11:00Z,2023-08-01T04:00:00Z,2465,Traver,,48105,9.02 kW Roof Mount Array
29114,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:12:31Z,2023-06-20T12:22:44.193Z,2024-02-26T15:07:13Z,2023-08-30T04:00:00Z,1305,Miller,,48103,7.22 kW Roof Mounted 19 Panel Solar Array
29117,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:02:51Z,2023-06-20T15:02:13.213Z,2024-04-15T18:22:40Z,2023-10-18T04:00:00Z,1157,Wendy,,48103,6.935 kW Roof Mounted 19 Panel Solar Array
29135,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T02:01:37Z,2023-06-21T17:44:14.337Z,2024-01-29T21:09:54Z,2023-08-02T04:00:00Z,2464,Bunker Hill,,48105,3.2 kW PV Solar Panel Installation on Roof
29137,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T02:02:32Z,2023-06-21T19:19:25.36Z,2024-03-12T15:28:38Z,2023-09-15T04:00:00Z,1029,Spring,,48103,5.33 kW Roof Mount Array
29498,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Withdrawn,,2023-06-21T16:21:12.127Z,,,2279,Mershon,,48103,18 panel roof mounted solar array with backup battery. *CANCELED BY CONTRACTOR SEE EMAIL*
29622,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T02:01:37Z,2023-06-21T17:44:14.337Z,2024-01-29T21:09:54Z,2023-08-02T04:00:00Z,2464,Bunker Hill,,48105,3.2 kW PV Solar Panel Installation on Roof
29624,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29T02:02:32Z,2023-06-21T19:19:25.36Z,2024-03-12T15:28:38Z,2023-09-15T04:00:00Z,1029,Spring,,48103,5.33 kW Roof Mount Array
29703,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:12:53Z,2023-06-28T15:47:46.273Z,2024-01-22T19:09:45Z,2023-07-26T04:00:00Z,2279,Mershon,,48103,5.84 kW Roof Mounted 16 Panel Solar Array with Battery Backup
29713,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:13:46Z,2023-06-28T21:26:37.037Z,2024-03-12T16:08:23Z,2023-09-15T04:00:00Z,814,Liberty,,48103,4.1 kW Roof Mount Array
30118,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:12:53Z,2023-06-28T15:47:46.273Z,2024-01-22T19:09:45Z,2023-07-26T04:00:00Z,2279,Mershon,,48103,5.84 kW Roof Mounted 16 Panel Solar Array with Battery Backup
30128,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:13:46Z,2023-06-28T21:26:37.037Z,2024-03-12T16:08:23Z,2023-09-15T04:00:00Z,814,Liberty,,48103,4.1 kW Roof Mount Array
30197,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:14:44Z,2023-07-05T19:47:50.34Z,2024-03-06T16:32:59Z,2023-09-09T04:00:00Z,608,Ironwood,,48103,"Installation of a roof mounted solar array, 4.8 kW"
30547,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-07-25T12:07:28Z,2023-07-07T16:46:09.627Z,2024-08-21T15:22:29Z,2024-02-03T05:00:00Z,3465,Huron River,,48104,25.68 kW Ground Mount Array
30578,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:14:44Z,2023-07-05T19:47:50.34Z,2024-03-06T16:32:59Z,2023-09-09T04:00:00Z,608,Ironwood,,48103,"Installation of a roof mounted solar array, 4.8 kW"
30599,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:15:49Z,2023-07-07T15:03:58.233Z,2024-02-27T15:38:25Z,2023-09-01T04:00:00Z,2515,Georgetown,,48105,Installing roof mounted solar panels.
30601,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13T18:17:00Z,2023-07-07T17:27:21.037Z,2024-01-17T15:27:43Z,2023-07-28T04:00:00Z,623,Third,,48103,3.69 kW Roof Mount Array
30618,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:29Z,2023-07-10T13:24:28.273Z,2024-03-04T05:00:00Z,2023-09-06T04:00:00Z,2475,Traver,,48105,7.38 kW Roof Mount Array
30661,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:19Z,2023-07-12T13:10:03.257Z,2024-02-12T15:44:30Z,2023-08-16T04:00:00Z,1407,Wakefield,,48103,NO SOLAR PANELS ARE BEING INSTALLED. Installation of (2) Tesla Powerwall batteries in the detached garage on the property with 15' of trenching to the home and a surge arrester.
30668,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:35:16Z,2023-07-12T16:48:00.43Z,2024-03-12T15:59:28Z,2023-10-11T04:00:00Z,225,Murray,,48103,Installing roof mounted solar panels.
30675,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:09:40Z,2023-07-12T21:04:58.007Z,2024-05-14T23:48:10Z,2023-11-17T05:00:00Z,3895,Waldenwood,,48105,8.88 kW Roof Mounted Solar Array with Battery Backup
30983,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-07-23T18:14:09Z,2023-07-13T14:34:18.2Z,2024-08-21T15:22:29Z,,3465,Huron River,,48104,25.68 kW Ground Mount Array
31118,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:19Z,2023-07-12T13:10:03.257Z,2024-02-12T15:44:30Z,2023-08-16T04:00:00Z,1407,Wakefield,,48103,NO SOLAR PANELS ARE BEING INSTALLED. Installation of (2) Tesla Powerwall batteries in the detached garage on the property with 15' of trenching to the home and a surge arrester.
31125,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:35:16Z,2023-07-12T16:48:00.43Z,2024-03-12T15:59:28Z,2023-10-11T04:00:00Z,225,Murray,,48103,Installing roof mounted solar panels.
31132,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:09:40Z,2023-07-12T21:04:58.007Z,2024-05-14T23:48:10Z,2023-11-17T05:00:00Z,3895,Waldenwood,,48105,8.88 kW Roof Mounted Solar Array with Battery Backup
31139,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:38Z,2023-07-13T15:16:33.533Z,2024-03-11T13:57:43Z,2023-09-14T04:00:00Z,2766,Maplewood,,48104,Installing roof mounted solar panels.
31140,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-25T13:53:48Z,2023-07-13T15:24:30.063Z,2024-03-11T14:29:52Z,2023-09-14T04:00:00Z,2126,Fair,,48103,Installing roof mounted solar panels.
31175,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:14:13Z,2023-07-17T15:33:14.6Z,2024-03-13T15:50:55Z,2023-09-06T04:00:00Z,2425,Traver,,48105,9.43 kW Roof Mount Array
31176,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:35:26Z,2023-07-17T16:27:27.29Z,2024-02-19T15:52:34Z,2023-08-24T04:00:00Z,1161,Wendy,,48103,6.84 kW Roof Mounted 18 Panel Solar Array with Battery Backup
31196,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:11:23Z,2023-07-18T13:39:23.307Z,2024-04-01T13:54:53Z,2023-10-03T04:00:00Z,3027,Lexington,,48105,Installing 10 roof mounted solar panels.
31594,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-08-08T13:40:22Z,2023-07-26T13:10:09.127Z,2024-02-05T14:39:42Z,2024-02-05T05:00:00Z,315,Detroit,,48104,Roof Mount Solar
31694,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Expired,2023-08-08T13:40:12Z,2023-07-25T17:35:08.217Z,2024-02-05T14:39:51Z,2024-02-05T05:00:00Z,315,Detroit,,48104,Roof mount solar on canopies
31769,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-07-30T11:35:34Z,2023-07-24T23:30:17.633Z,2024-02-27T02:17:56Z,2023-08-23T04:00:00Z,2073,Garden,,48103,13 Solar Panel System
31770,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-30T11:34:29Z,2023-07-25T00:07:52.33Z,2024-04-17T13:53:07Z,2023-10-21T04:00:00Z,426,Eberwhite,,48103,7.38 kW Roof Mount Array
32146,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Expired,2023-08-08T13:40:22Z,2023-07-26T13:10:09.127Z,2024-02-05T14:39:42Z,2024-02-05T05:00:00Z,315,Detroit,,48104,Roof Mount Solar
32286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:15:15Z,2023-08-01T15:36:00.17Z,2024-03-11T15:28:24Z,2023-09-13T04:00:00Z,2106,Vinewood,,48104,6.46 kW Roof Mounted 17 Panel Solar Array
32760,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12T20:13:26Z,2023-08-03T18:47:21.557Z,2024-04-22T16:08:51Z,2023-10-25T04:00:00Z,3294,Bluett,,48105,15.6 kW Roof Mount System
32805,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-20T16:42:02Z,2023-08-09T12:29:33.3Z,2024-05-31T15:10:28Z,2023-12-04T05:00:00Z,506,Eighth,,48103,Add to existing solar - 12 panels at 400 Watt
33141,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2023-08-21T21:49:48Z,2023-08-11T19:27:06.017Z,2024-08-05T17:39:34Z,,2120,Traver,,48105,40.66 kW Solar Carport
33201,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Requires Resubmit,,2023-08-15T17:29:47.243Z,,,6,Rockland,,48108,Grid tied roof mount solar array
33262,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-08-28T19:44:22Z,2023-08-11T19:41:14.583Z,2024-09-23T14:17:52Z,2024-03-28T04:00:00Z,2120,Traver,,48105,40.66 kW Solar Carport
33289,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-09-20T16:42:02Z,2023-08-09T12:29:33.3Z,2024-05-31T15:10:28Z,2023-12-04T05:00:00Z,506,Eighth,,48103,Add to existing solar - 12 panels at 400 Watt
33331,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:03:15Z,2023-08-11T13:41:51.657Z,2024-04-29T15:57:21Z,2023-11-01T04:00:00Z,2260,Chaucer,,48103,Installing 22 roof mounted solar panels.
33343,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Due,2023-09-05T19:26:08Z,2023-08-14T14:15:47.077Z,2024-10-15T17:16:42Z,,544,Fifth,,48103,Roof Mount Solar Panels with Battery Backup
33348,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-28T20:08:11Z,2023-08-14T18:23:38.33Z,2024-04-10T15:08:06Z,2023-10-14T04:00:00Z,1192,Westport,,48103,"Installation of (10) 385W solar panels 
3.85 KW"
